,home_wins,home_draws,home_losses,home_goals,home_oppos_goals,home_shots,home_oppos_shots,home_shotontarget,home_oppos_shotontarget,away_wins,away_draws,away_losses,away_goals,away_oppos_goals,away_shots,away_oppos_shots,away_shotontarget,away_oppos_shotontarget,home_oppos_wins,home_oppos_draws,home_oppos_losses,home_fouls,home_yellowcards,home_redcards,home_cornerkicks,home_oppos_cornerkicks,home_oppos_fouls,home_oppos_yellowcards,home_oppos_redcards,away_fouls,away_yellowcards,away_redcards,away_cornerkicks,away_oppos_cornerkicks,away_oppos_fouls,away_oppos_yellowcards,away_oppos_redcards,wins,draws,losses,oppos_wins,oppos_draws,oppos_losses,goals,shots,shotontarget,cornerkicks,fouls,yellowcards,redcards,oppos_goals,oppos_shots,oppos_shotontarget,oppos_cornerkicks,oppos_fouls,oppos_yellowcards,oppos_redcards
4499,0.4,0.0,0.6,0.8,1.3333333333333333,12.0,13.666666666666666,4.0,4.666666666666667,0.4,0.4,0.2,1.4,1.0,9.4,11.0,4.2,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.0,2.0,0.0,3.2,6.333333333333333,11.0,2.3333333333333335,0.0,8.4,1.4,0.0,3.6,3.6666666666666665,11.0,2.6666666666666665,0.0,0.0,-0.4,0.39999999999999997,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.5999999999999999,2.5999999999999996,-0.20000000000000018,-0.3999999999999999,1.5999999999999996,0.6000000000000001,0.0,0.33333333333333326,2.666666666666666,1.666666666666667,2.6666666666666665,0.0,-0.33333333333333304,0.0
4500,0.2,0.2,0.6,0.8,1.3333333333333333,10.0,8.666666666666666,2.2,4.0,0.2,0.2,0.6,0.8,2.0,10.8,15.0,4.4,4.666666666666667,0.0,0.3333333333333333,0.6666666666666666,10.4,1.4,0.2,6.0,5.666666666666667,9.666666666666666,1.3333333333333333,0.0,7.6,1.6,0.0,7.8,4.666666666666667,10.333333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,-0.8000000000000007,-2.2,-1.7999999999999998,2.8000000000000007,-0.20000000000000018,0.2,-0.6666666666666667,-6.333333333333334,-0.666666666666667,1.0,-0.6666666666666679,1.0,0.0
4501,0.4,0.0,0.6,1.2,1.0,15.8,13.666666666666666,4.0,4.333333333333333,0.4,0.2,0.4,1.4,1.0,11.0,12.0,5.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.6,2.0,0.0,5.4,5.0,10.333333333333334,1.3333333333333333,0.0,8.8,1.6,0.0,5.0,5.333333333333333,12.333333333333334,2.3333333333333335,0.0,0.0,-0.2,0.19999999999999996,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.19999999999999996,4.800000000000001,-1.0,0.40000000000000036,1.799999999999999,0.3999999999999999,0.0,0.0,1.666666666666666,-0.666666666666667,-0.33333333333333304,-2.0,-1.0000000000000002,0.0
4502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503,0.4,0.4,0.2,1.4,1.0,10.8,13.0,3.0,5.666666666666667,0.2,0.0,0.8,1.0,1.3333333333333333,12.0,11.333333333333334,6.0,3.3333333333333335,0.3333333333333333,0.0,0.6666666666666666,10.8,1.4,0.0,3.8,5.333333333333333,18.333333333333332,2.0,0.0,9.4,2.2,0.0,7.2,5.666666666666667,12.333333333333334,2.0,0.0,0.2,0.4,-0.6000000000000001,0.3333333333333333,0.0,0.6666666666666666,0.3999999999999999,-1.1999999999999993,-3.0,-3.4000000000000004,1.4000000000000004,-0.8000000000000003,0.0,-0.33333333333333326,1.666666666666666,2.3333333333333335,-0.3333333333333339,5.999999999999998,0.0,0.0
4504,0.6,0.4,0.0,2.2,5.0,17.6,26.666666666666668,6.0,11.333333333333334,0.2,0.0,0.8,0.6,0.3333333333333333,9.6,6.0,2.4,2.6666666666666665,1.0,0.0,0.0,9.6,0.4,0.0,6.8,8.0,7.666666666666667,0.6666666666666666,0.0,9.8,1.8,0.0,3.4,3.0,11.0,2.3333333333333335,0.0,0.39999999999999997,0.4,-0.8,1.0,0.0,0.0,1.6,8.000000000000002,3.6,3.4,-0.20000000000000107,-1.4,0.0,4.666666666666667,20.666666666666668,8.666666666666668,5.0,-3.333333333333333,-1.666666666666667,0.0
4505,0.2,0.2,0.6,1.2,1.3333333333333333,11.8,16.666666666666668,3.4,6.0,0.6,0.0,0.4,1.0,0.6666666666666666,13.2,11.333333333333334,4.4,3.0,0.3333333333333333,0.6666666666666666,0.0,9.0,0.6,0.0,4.0,8.0,11.666666666666666,0.6666666666666666,0.3333333333333333,9.2,1.6,0.0,3.2,5.0,9.666666666666666,1.6666666666666667,0.0,-0.39999999999999997,0.2,0.19999999999999996,0.3333333333333333,0.6666666666666666,0.0,0.19999999999999996,-1.3999999999999986,-1.0000000000000004,0.7999999999999998,-0.1999999999999993,-1.0,0.0,0.6666666666666666,5.333333333333334,3.0,3.0,2.0,-1.0,0.3333333333333333
4506,0.4,0.2,0.4,0.6,1.3333333333333333,13.6,11.333333333333334,2.6,4.666666666666667,0.2,0.2,0.6,0.6,1.3333333333333333,10.2,11.0,4.0,3.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,11.8,2.6,0.0,5.4,3.6666666666666665,11.333333333333334,1.6666666666666667,0.0,7.8,1.8,0.0,7.4,4.333333333333333,12.666666666666666,2.3333333333333335,0.0,0.2,0.0,-0.19999999999999996,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3.4000000000000004,-1.4,-2.0,4.000000000000001,0.8,0.0,0.0,0.3333333333333339,1.0000000000000004,-0.6666666666666665,-1.3333333333333321,-0.6666666666666667,0.0
4507,0.4,0.2,0.4,1.2,2.0,11.8,10.0,3.2,4.0,0.6,0.0,0.4,1.8,0.3333333333333333,10.8,14.333333333333334,4.6,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.0,9.8,1.6,0.0,6.2,3.6666666666666665,9.0,2.3333333333333335,0.0,12.6,1.8,0.2,3.0,6.666666666666667,9.333333333333334,1.3333333333333333,0.0,-0.19999999999999996,0.2,0.0,0.6666666666666666,0.3333333333333333,0.0,-0.6000000000000001,1.0,-1.3999999999999995,3.2,-2.799999999999999,-0.19999999999999996,-0.2,1.6666666666666667,-4.333333333333334,1.6666666666666665,-3.0000000000000004,-0.3333333333333339,1.0000000000000002,0.0
4508,0.6,0.0,0.4,2.6,2.0,15.8,15.666666666666666,6.8,6.666666666666667,0.4,0.2,0.4,1.2,1.0,10.8,8.666666666666666,3.8,2.3333333333333335,0.6666666666666666,0.0,0.3333333333333333,12.0,1.8,0.0,7.2,5.333333333333333,10.666666666666666,2.3333333333333335,0.0,8.0,1.2,0.0,5.8,3.0,8.333333333333334,0.3333333333333333,0.3333333333333333,0.19999999999999996,-0.2,0.0,0.6666666666666666,0.0,0.3333333333333333,1.4000000000000001,5.0,3.0,1.4000000000000004,4.0,0.6000000000000001,0.0,1.0,7.0,4.333333333333334,2.333333333333333,2.333333333333332,2.0,-0.3333333333333333
4509,0.8,0.2,0.0,2.4,2.0,13.4,17.666666666666668,4.8,7.0,0.4,0.2,0.4,1.2,1.6666666666666667,11.6,9.333333333333334,3.0,4.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,9.4,1.6,0.0,6.4,7.666666666666667,11.666666666666666,2.3333333333333335,0.0,10.6,2.0,0.4,5.0,2.3333333333333335,11.0,2.6666666666666665,0.3333333333333333,0.4,0.0,-0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.2,1.8000000000000007,1.7999999999999998,1.4000000000000004,-1.1999999999999993,-0.3999999999999999,-0.4,0.33333333333333326,8.333333333333334,2.666666666666667,5.333333333333334,0.6666666666666661,-0.33333333333333304,-0.3333333333333333
4510,0.4,0.2,0.4,1.2,1.3333333333333333,9.2,9.0,3.8,3.3333333333333335,0.6,0.2,0.2,1.8,1.3333333333333333,10.8,13.666666666666666,4.4,4.333333333333333,0.3333333333333333,0.0,0.6666666666666666,9.8,1.6,0.0,3.6,3.3333333333333335,10.666666666666666,1.6666666666666667,0.0,15.0,2.6,0.0,5.2,6.0,7.666666666666667,2.3333333333333335,0.0,-0.19999999999999996,0.0,0.2,0.3333333333333333,0.0,0.6666666666666666,-0.6000000000000001,-1.6000000000000014,-0.6000000000000005,-1.6,-5.199999999999999,-1.0,0.0,0.0,-4.666666666666666,-0.9999999999999996,-2.6666666666666665,2.999999999999999,-0.6666666666666667,0.0
4511,0.2,0.2,0.6,1.0,0.3333333333333333,11.8,9.333333333333334,4.8,3.3333333333333335,0.6,0.0,0.4,2.2,0.3333333333333333,18.0,16.0,6.4,4.333333333333333,0.0,1.0,0.0,9.6,2.0,0.0,5.6,5.0,11.333333333333334,3.3333333333333335,0.0,11.2,1.6,0.0,6.2,8.0,10.0,1.3333333333333333,0.0,-0.39999999999999997,0.2,0.19999999999999996,0.0,1.0,0.0,-1.2000000000000002,-6.199999999999999,-1.6000000000000005,-0.6000000000000005,-1.5999999999999996,0.3999999999999999,0.0,0.0,-6.666666666666666,-0.9999999999999996,-3.0,1.333333333333334,2.0,0.0
4512,0.0,0.2,0.8,0.4,2.6666666666666665,11.2,16.666666666666668,4.8,6.666666666666667,0.2,0.2,0.6,1.0,0.3333333333333333,11.0,14.666666666666666,3.2,4.666666666666667,1.0,0.0,0.0,10.4,2.0,0.0,7.4,7.0,13.666666666666666,2.0,0.0,9.6,0.6,0.0,3.8,8.333333333333334,12.666666666666666,2.3333333333333335,0.0,-0.2,0.0,0.20000000000000007,1.0,0.0,0.0,-0.6,0.1999999999999993,1.5999999999999996,3.6000000000000005,0.8000000000000007,1.4,0.0,2.333333333333333,2.0000000000000018,2.0,-1.333333333333334,1.0,-0.3333333333333335,0.0
4513,0.6,0.4,0.0,1.8,1.0,11.8,6.666666666666667,4.6,4.0,0.6,0.4,0.0,2.4,3.0,17.0,27.666666666666668,5.6,8.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.2,2.0,0.0,5.2,4.0,11.666666666666666,1.3333333333333333,0.3333333333333333,9.4,0.6,0.0,7.2,8.333333333333334,9.666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.5999999999999999,-5.199999999999999,-1.0,-2.0,4.799999999999999,1.4,0.0,-2.0,-21.0,-4.0,-4.333333333333334,2.0,-0.3333333333333335,0.3333333333333333
4514,0.8,0.0,0.2,1.6,0.6666666666666666,12.4,6.333333333333333,4.6,2.6666666666666665,0.8,0.2,0.0,2.4,1.3333333333333333,13.4,18.666666666666668,3.8,7.0,0.0,0.6666666666666666,0.3333333333333333,9.0,1.8,0.0,2.4,2.6666666666666665,6.666666666666667,2.0,0.0,8.0,1.8,0.0,7.8,9.666666666666666,10.333333333333334,2.0,0.0,0.0,-0.2,0.2,0.0,0.6666666666666666,0.3333333333333333,-0.7999999999999998,-1.0,0.7999999999999998,-5.4,1.0,0.0,0.0,-0.6666666666666666,-12.333333333333336,-4.333333333333334,-7.0,-3.666666666666667,0.0,0.0
4515,0.2,0.4,0.4,0.8,1.6666666666666667,11.2,12.333333333333334,3.6,5.0,0.2,0.4,0.4,0.8,1.3333333333333333,10.2,8.333333333333334,3.6,4.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,7.6,1.2,0.0,6.4,7.0,17.0,2.3333333333333335,0.0,10.6,1.4,0.0,3.4,6.333333333333333,14.333333333333334,2.3333333333333335,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,3.0000000000000004,-3.0,-0.19999999999999996,0.0,0.3333333333333335,4.0,0.666666666666667,0.666666666666667,2.666666666666666,0.0,0.0
4516,0.2,0.0,0.8,0.8,0.0,8.8,12.0,2.8,4.333333333333333,0.6,0.2,0.2,1.4,1.3333333333333333,14.0,11.0,4.0,4.0,0.0,0.3333333333333333,0.6666666666666666,9.2,1.4,0.0,3.8,7.0,12.666666666666666,0.6666666666666666,0.0,9.2,2.0,0.0,6.6,3.3333333333333335,14.0,1.6666666666666667,0.0,-0.39999999999999997,-0.2,0.6000000000000001,0.0,0.3333333333333333,0.6666666666666666,-0.5999999999999999,-5.199999999999999,-1.2000000000000002,-2.8,0.0,-0.6000000000000001,0.0,-1.3333333333333333,1.0,0.33333333333333304,3.6666666666666665,-1.333333333333334,-1.0,0.0
4517,0.4,0.0,0.6,1.0,2.0,10.8,11.666666666666666,4.4,5.0,0.4,0.4,0.2,1.0,1.3333333333333333,12.2,10.0,3.6,3.0,0.6666666666666666,0.3333333333333333,0.0,11.8,1.6,0.2,3.2,7.333333333333333,11.333333333333334,1.0,0.0,12.0,2.4,0.0,5.4,5.666666666666667,10.333333333333334,2.0,0.6666666666666666,0.0,-0.4,0.39999999999999997,0.6666666666666666,0.3333333333333333,0.0,0.0,-1.3999999999999986,0.8000000000000003,-2.2,-0.1999999999999993,-0.7999999999999998,0.2,0.6666666666666667,1.666666666666666,2.0,1.666666666666666,1.0,-1.0,-0.6666666666666666
4518,0.2,0.2,0.6,1.0,0.6666666666666666,11.6,7.0,2.6,2.6666666666666665,0.4,0.2,0.4,2.2,1.0,20.6,17.333333333333332,7.0,7.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,9.6,2.6,0.2,4.2,3.3333333333333335,11.0,2.6666666666666665,0.0,10.2,1.0,0.0,6.6,6.666666666666667,11.0,1.6666666666666667,0.0,-0.2,0.0,0.19999999999999996,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.2000000000000002,-9.000000000000002,-4.4,-2.3999999999999995,-0.5999999999999996,1.6,0.2,-0.33333333333333337,-10.333333333333332,-4.666666666666666,-3.3333333333333335,0.0,0.9999999999999998,0.0
4519,0.6,0.2,0.2,2.4,2.3333333333333335,12.2,15.333333333333334,3.0,5.666666666666667,0.2,0.6,0.2,1.0,2.0,9.4,13.666666666666666,2.6,4.666666666666667,0.6666666666666666,0.0,0.3333333333333333,10.4,1.8,0.0,4.4,6.666666666666667,11.666666666666666,2.0,0.0,11.8,1.8,0.0,4.8,4.666666666666667,9.666666666666666,1.0,0.0,0.39999999999999997,-0.39999999999999997,0.0,0.6666666666666666,0.0,0.3333333333333333,1.4,2.799999999999999,0.3999999999999999,-0.39999999999999947,-1.4000000000000004,0.0,0.0,0.3333333333333335,1.6666666666666679,1.0,2.0,2.0,1.0,0.0
4520,0.2,0.2,0.6,0.8,1.3333333333333333,9.8,12.0,3.4,3.0,0.4,0.0,0.6,1.6,2.3333333333333335,16.6,14.666666666666666,4.8,6.0,0.0,0.3333333333333333,0.6666666666666666,8.0,1.0,0.2,5.0,3.3333333333333335,13.333333333333334,1.3333333333333333,0.3333333333333333,9.6,2.0,0.0,4.6,5.666666666666667,9.0,1.0,0.0,-0.2,0.2,0.0,0.0,0.3333333333333333,0.6666666666666666,-0.8,-6.800000000000001,-1.4,0.40000000000000036,-1.5999999999999996,-1.0,0.2,-1.0000000000000002,-2.666666666666666,-3.0,-2.3333333333333335,4.333333333333334,0.33333333333333326,0.3333333333333333
4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4523,0.6,0.2,0.2,1.6,1.0,9.4,11.0,4.6,3.6666666666666665,0.4,0.2,0.4,1.6,2.3333333333333335,10.2,13.666666666666666,4.6,5.666666666666667,0.0,0.0,1.0,10.4,2.4,0.0,3.8,5.0,11.666666666666666,2.3333333333333335,0.3333333333333333,7.6,1.4,0.0,4.0,5.333333333333333,12.666666666666666,2.3333333333333335,0.0,0.19999999999999996,0.0,-0.2,0.0,0.0,1.0,0.0,-0.7999999999999989,0.0,-0.20000000000000018,2.8000000000000007,1.0,0.0,-1.3333333333333335,-2.666666666666666,-2.0000000000000004,-0.33333333333333304,-1.0,0.0,0.3333333333333333
4524,0.6,0.2,0.2,1.2,1.3333333333333333,14.8,12.0,4.4,3.3333333333333335,0.2,0.2,0.6,0.6,1.3333333333333333,12.8,18.666666666666668,4.6,7.666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.8,2.0,0.0,6.0,3.6666666666666665,15.666666666666666,1.0,0.0,13.0,2.8,0.0,6.4,6.333333333333333,11.333333333333334,0.6666666666666666,0.0,0.39999999999999997,0.0,-0.39999999999999997,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,2.0,-0.1999999999999993,-0.40000000000000036,-4.199999999999999,-0.7999999999999998,0.0,0.0,-6.666666666666668,-4.333333333333334,-2.6666666666666665,4.333333333333332,0.33333333333333337,0.0
4525,0.4,0.2,0.4,2.0,0.3333333333333333,19.8,11.666666666666666,6.4,3.0,0.2,0.0,0.8,0.8,0.6666666666666666,10.2,6.666666666666667,4.0,1.6666666666666667,0.0,0.6666666666666666,0.3333333333333333,10.4,2.0,0.0,5.8,9.333333333333334,11.0,1.6666666666666667,0.0,10.8,1.8,0.2,4.2,3.3333333333333335,9.333333333333334,1.0,0.0,0.2,0.2,-0.4,0.0,0.6666666666666666,0.3333333333333333,1.2,9.600000000000001,2.4000000000000004,1.5999999999999996,-0.40000000000000036,0.19999999999999996,-0.2,-0.3333333333333333,4.999999999999999,1.3333333333333333,6.0,1.666666666666666,0.6666666666666667,0.0
4526,0.4,0.2,0.4,1.2,1.6666666666666667,11.6,6.666666666666667,4.4,2.6666666666666665,0.0,0.0,1.0,0.6,0.3333333333333333,9.6,10.333333333333334,2.0,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.0,11.6,1.4,0.0,4.4,4.666666666666667,12.333333333333334,2.3333333333333335,0.0,9.4,1.2,0.0,4.2,6.666666666666667,15.333333333333334,3.3333333333333335,0.0,0.4,0.2,-0.6,0.6666666666666666,0.3333333333333333,0.0,0.6,2.0,2.4000000000000004,0.20000000000000018,2.1999999999999993,0.19999999999999996,0.0,1.3333333333333335,-3.666666666666667,0.0,-2.0,-3.0,-1.0,0.0
4527,0.8,0.2,0.0,2.2,2.3333333333333335,16.4,16.333333333333332,5.2,8.0,0.6,0.2,0.2,2.4,1.3333333333333333,11.4,7.0,3.6,3.0,0.6666666666666666,0.3333333333333333,0.0,8.4,2.2,0.0,7.8,4.333333333333333,10.0,2.0,0.3333333333333333,11.6,2.2,0.0,4.8,3.6666666666666665,10.0,2.3333333333333335,0.0,0.20000000000000007,0.0,-0.2,0.6666666666666666,0.3333333333333333,0.0,-0.19999999999999973,4.999999999999998,1.6,3.0,-3.1999999999999993,0.0,0.0,1.0000000000000002,9.333333333333332,5.0,0.6666666666666665,0.0,-0.3333333333333335,0.3333333333333333
4528,0.6,0.0,0.4,2.0,2.6666666666666665,16.8,14.333333333333334,5.6,6.333333333333333,0.4,0.4,0.2,1.4,1.0,10.6,14.333333333333334,3.6,3.6666666666666665,0.6666666666666666,0.3333333333333333,0.0,8.4,2.0,0.0,5.6,3.6666666666666665,7.666666666666667,0.3333333333333333,0.3333333333333333,13.2,1.6,0.0,4.6,3.6666666666666665,12.333333333333334,2.6666666666666665,0.0,0.19999999999999996,-0.4,0.2,0.6666666666666666,0.3333333333333333,0.0,0.6000000000000001,6.200000000000001,1.9999999999999996,1.0,-4.799999999999999,0.3999999999999999,0.0,1.6666666666666665,0.0,2.6666666666666665,0.0,-4.666666666666667,-2.333333333333333,0.3333333333333333
4529,0.2,0.4,0.4,1.0,0.6666666666666666,8.4,14.666666666666666,2.4,3.6666666666666665,0.4,0.2,0.4,1.0,1.3333333333333333,10.8,10.666666666666666,3.0,3.6666666666666665,0.0,0.6666666666666666,0.3333333333333333,12.2,2.0,0.0,4.4,6.333333333333333,13.0,1.3333333333333333,0.0,9.0,3.0,0.0,4.0,5.333333333333333,9.666666666666666,2.3333333333333335,0.0,-0.2,0.2,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,-2.4000000000000004,-0.6000000000000001,0.40000000000000036,3.1999999999999993,-1.0,0.0,-0.6666666666666666,4.0,0.0,1.0,3.333333333333334,-1.0000000000000002,0.0
4530,0.8,0.2,0.0,3.2,3.3333333333333335,17.2,14.666666666666666,6.0,6.333333333333333,0.8,0.0,0.2,1.4,1.0,11.6,7.666666666666667,4.8,2.6666666666666665,1.0,0.0,0.0,7.8,0.8,0.0,7.2,6.0,7.0,2.0,0.0,9.8,1.4,0.0,1.8,3.3333333333333335,10.666666666666666,1.6666666666666667,0.0,0.0,0.2,-0.2,1.0,0.0,0.0,1.8000000000000003,5.6,1.2000000000000002,5.4,-2.000000000000001,-0.5999999999999999,0.0,2.3333333333333335,6.999999999999999,3.6666666666666665,2.6666666666666665,-3.666666666666666,0.33333333333333326,0.0
4531,0.2,0.2,0.6,0.8,0.0,10.4,8.666666666666666,3.0,2.6666666666666665,0.2,0.2,0.6,0.8,2.6666666666666665,10.2,16.666666666666668,3.8,6.666666666666667,0.0,0.0,1.0,9.6,0.6,0.0,4.0,1.6666666666666667,9.0,0.6666666666666666,0.0,8.2,1.2,0.2,5.0,8.333333333333334,11.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20000000000000107,-0.7999999999999998,-1.0,1.4000000000000004,-0.6,-0.2,-2.6666666666666665,-8.000000000000002,-4.0,-6.666666666666667,-2.0,0.0,0.0
4532,0.4,0.2,0.4,1.2,2.6666666666666665,13.6,10.333333333333334,5.8,5.333333333333333,0.6,0.4,0.0,2.0,1.6666666666666667,16.8,19.0,5.2,7.666666666666667,0.3333333333333333,0.0,0.6666666666666666,12.6,2.6,0.0,6.2,1.6666666666666667,8.0,2.6666666666666665,0.0,9.0,2.6,0.0,8.2,8.333333333333334,13.0,1.3333333333333333,0.0,-0.19999999999999996,-0.2,0.4,0.3333333333333333,0.0,0.6666666666666666,-0.8,-3.200000000000001,0.5999999999999996,-1.9999999999999991,3.5999999999999996,0.0,0.0,0.9999999999999998,-8.666666666666666,-2.333333333333334,-6.666666666666667,-5.0,1.3333333333333333,0.0
4533,0.2,0.4,0.4,1.0,1.0,8.2,9.0,2.8,4.0,0.2,0.4,0.4,1.2,2.0,18.8,18.0,4.8,8.333333333333334,0.0,0.3333333333333333,0.6666666666666666,13.4,1.2,0.2,4.0,4.666666666666667,13.333333333333334,3.3333333333333335,0.0,9.8,2.2,0.0,7.0,6.0,9.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,-0.19999999999999996,-10.600000000000001,-2.0,-3.0,3.5999999999999996,-1.0000000000000002,0.2,-1.0,-9.0,-4.333333333333334,-1.333333333333333,4.333333333333334,2.666666666666667,0.0
4534,0.0,0.4,0.6,0.8,1.0,9.2,15.333333333333334,3.6,4.0,0.2,0.0,0.8,0.8,1.0,10.8,11.666666666666666,3.4,4.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.2,2.4,0.0,5.0,9.333333333333334,12.0,1.0,0.0,8.8,0.6,0.0,5.4,6.333333333333333,12.0,2.3333333333333335,0.0,-0.2,0.4,-0.20000000000000007,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-1.6000000000000014,0.20000000000000018,-0.40000000000000036,3.3999999999999986,1.7999999999999998,0.0,0.0,3.666666666666668,-0.33333333333333304,3.000000000000001,0.0,-1.3333333333333335,0.0
4535,0.0,0.0,1.0,0.6,2.3333333333333335,9.8,13.0,1.8,4.0,0.6,0.2,0.2,1.0,2.0,9.6,13.0,3.0,3.6666666666666665,0.3333333333333333,0.0,0.6666666666666666,11.4,1.2,0.2,4.6,5.333333333333333,13.666666666666666,2.6666666666666665,0.0,7.0,2.6,0.0,3.0,3.6666666666666665,11.333333333333334,2.6666666666666665,0.3333333333333333,-0.6,-0.2,0.8,0.3333333333333333,0.0,0.6666666666666666,-0.4,0.20000000000000107,-1.2,1.5999999999999996,4.4,-1.4000000000000001,0.2,0.3333333333333335,0.0,0.3333333333333335,1.6666666666666665,2.333333333333332,0.0,-0.3333333333333333
4536,0.2,0.2,0.6,0.8,0.6666666666666666,10.2,6.0,3.2,1.0,0.8,0.2,0.0,3.8,2.6666666666666665,17.8,20.0,6.6,9.666666666666666,0.0,0.0,1.0,10.4,2.2,0.0,4.4,2.3333333333333335,5.333333333333333,1.0,0.3333333333333333,7.8,1.0,0.0,7.2,10.0,9.666666666666666,2.0,0.0,-0.6000000000000001,0.0,0.6,0.0,0.0,1.0,-3.0,-7.600000000000001,-3.3999999999999995,-2.8,2.6000000000000005,1.2000000000000002,0.0,-2.0,-14.0,-8.666666666666666,-7.666666666666666,-4.333333333333333,-1.0,0.3333333333333333
4537,0.4,0.4,0.2,1.6,1.3333333333333333,9.2,7.333333333333333,3.0,3.3333333333333335,0.8,0.0,0.2,2.2,1.6666666666666667,16.6,12.0,6.6,4.0,0.3333333333333333,0.0,0.6666666666666666,11.2,2.2,0.0,5.4,3.3333333333333335,14.333333333333334,1.3333333333333333,0.3333333333333333,8.6,1.8,0.0,5.0,6.333333333333333,12.0,1.6666666666666667,0.0,-0.4,0.4,0.0,0.3333333333333333,0.0,0.6666666666666666,-0.6000000000000001,-7.400000000000002,-3.5999999999999996,0.40000000000000036,2.5999999999999996,0.40000000000000013,0.0,-0.3333333333333335,-4.666666666666667,-0.6666666666666665,-2.9999999999999996,2.333333333333334,-0.3333333333333335,0.3333333333333333
4538,0.4,0.2,0.4,1.2,2.3333333333333335,12.4,16.666666666666668,5.6,6.0,0.4,0.2,0.4,0.8,1.3333333333333333,13.4,14.666666666666666,4.8,5.666666666666667,0.6666666666666666,0.0,0.3333333333333333,13.0,2.0,0.0,4.8,4.666666666666667,13.666666666666666,2.0,0.3333333333333333,11.6,1.8,0.0,6.0,6.0,17.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3999999999999999,-1.0,0.7999999999999998,-1.2000000000000002,1.4000000000000004,0.19999999999999996,0.0,1.0000000000000002,2.0000000000000018,0.33333333333333304,-1.333333333333333,-3.333333333333334,-1.3333333333333335,0.3333333333333333
4539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540,0.2,0.2,0.6,0.8,0.0,6.8,9.666666666666666,2.2,2.6666666666666665,0.6,0.2,0.2,2.0,1.0,11.2,14.666666666666666,5.2,3.6666666666666665,0.0,0.3333333333333333,0.6666666666666666,12.6,1.2,0.4,3.4,5.0,9.333333333333334,1.6666666666666667,0.0,9.2,1.6,0.0,4.8,3.3333333333333335,12.666666666666666,1.0,0.0,-0.39999999999999997,0.0,0.39999999999999997,0.0,0.3333333333333333,0.6666666666666666,-1.2,-4.3999999999999995,-3.0,-1.4,3.4000000000000004,-0.40000000000000013,0.4,-1.0,-5.0,-1.0,1.6666666666666665,-3.333333333333332,0.6666666666666667,0.0
4541,0.4,0.4,0.2,1.4,1.6666666666666667,10.2,12.333333333333334,3.2,4.0,0.6,0.2,0.2,1.4,0.3333333333333333,14.0,12.666666666666666,4.8,3.6666666666666665,0.6666666666666666,0.0,0.3333333333333333,10.0,1.8,0.0,5.2,5.0,7.0,0.0,0.0,9.4,2.0,0.0,5.4,3.6666666666666665,9.0,0.6666666666666666,0.0,-0.19999999999999996,0.2,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,-3.8000000000000007,-1.5999999999999996,-0.20000000000000018,0.5999999999999996,-0.19999999999999996,0.0,1.3333333333333335,-0.33333333333333215,0.3333333333333335,1.3333333333333335,-2.0,-0.6666666666666666,0.0
