,home_wins,home_draws,home_losses,home_goals,home_oppos_goals,home_shots,home_oppos_shots,home_shotontarget,home_oppos_shotontarget,away_wins,away_draws,away_losses,away_goals,away_oppos_goals,away_shots,away_oppos_shots,away_shotontarget,away_oppos_shotontarget,home_oppos_wins,home_oppos_draws,home_oppos_losses,home_fouls,home_yellowcards,home_redcards,home_cornerkicks,home_oppos_cornerkicks,home_oppos_fouls,home_oppos_yellowcards,home_oppos_redcards,away_fouls,away_yellowcards,away_redcards,away_cornerkicks,away_oppos_cornerkicks,away_oppos_fouls,away_oppos_yellowcards,away_oppos_redcards,wins,draws,losses,oppos_wins,oppos_draws,oppos_losses,goals,shots,shotontarget,cornerkicks,fouls,yellowcards,redcards,oppos_goals,oppos_shots,oppos_shotontarget,oppos_cornerkicks,oppos_fouls,oppos_yellowcards,oppos_redcards
2261,0.2,0.6,0.2,0.8,0.6666666666666666,14.2,13.333333333333334,3.8,5.0,0.4,0.2,0.4,2.0,2.0,11.8,21.666666666666668,4.6,7.0,0.0,0.3333333333333333,0.6666666666666666,10.8,1.6,0.0,5.0,2.3333333333333335,11.0,2.3333333333333335,0.0,9.2,2.0,0.2,7.2,7.0,11.333333333333334,1.6666666666666667,0.0,-0.2,0.39999999999999997,-0.2,0.0,0.3333333333333333,0.6666666666666666,-1.2,2.3999999999999986,-0.7999999999999998,-2.2,1.6000000000000014,-0.3999999999999999,-0.2,-1.3333333333333335,-8.333333333333334,-2.0,-4.666666666666666,-0.3333333333333339,0.6666666666666667,0.0
2262,0.4,0.6,0.0,2.6,1.3333333333333333,16.4,12.333333333333334,5.6,4.666666666666667,0.4,0.2,0.4,1.2,0.6666666666666666,12.4,17.0,4.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,0.0,11.0,1.4,0.2,5.2,7.0,9.0,0.6666666666666666,0.0,12.4,2.2,0.0,4.6,5.333333333333333,11.0,0.3333333333333333,0.3333333333333333,0.0,0.39999999999999997,-0.4,0.3333333333333333,0.6666666666666666,0.0,1.4000000000000001,3.9999999999999982,1.5999999999999996,0.6000000000000005,-1.4000000000000004,-0.8000000000000003,0.2,0.6666666666666666,-4.666666666666666,2.3333333333333335,1.666666666666667,-2.0,0.3333333333333333,-0.3333333333333333
2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,0.6,0.2,0.2,2.4,1.0,10.0,15.666666666666666,5.6,6.0,0.4,0.6,0.0,1.4,2.0,16.4,10.666666666666666,5.8,4.666666666666667,0.0,0.3333333333333333,0.6666666666666666,10.0,1.2,0.0,5.0,9.0,14.333333333333334,3.0,0.0,9.0,1.0,0.0,6.0,2.3333333333333335,7.0,2.0,0.0,0.19999999999999996,-0.39999999999999997,0.2,0.0,0.3333333333333333,0.6666666666666666,1.0,-6.399999999999999,-0.20000000000000018,-1.0,1.0,0.19999999999999996,0.0,-1.0,5.0,1.333333333333333,6.666666666666666,7.333333333333334,1.0,0.0
2265,0.4,0.6,0.0,2.2,1.6666666666666667,18.4,9.666666666666666,5.2,4.0,0.6,0.2,0.2,2.4,0.6666666666666666,15.8,10.333333333333334,5.2,3.6666666666666665,0.6666666666666666,0.3333333333333333,0.0,12.2,2.4,0.0,6.2,6.666666666666667,11.333333333333334,2.0,0.0,11.2,1.0,0.0,9.6,5.666666666666667,12.0,1.0,0.0,-0.19999999999999996,0.39999999999999997,-0.2,0.6666666666666666,0.3333333333333333,0.0,-0.19999999999999973,2.599999999999998,0.0,-3.3999999999999995,1.0,1.4,0.0,1.0,-0.6666666666666679,0.3333333333333335,1.0,-0.6666666666666661,1.0,0.0
2266,0.4,0.4,0.2,2.4,0.6666666666666666,17.8,11.666666666666666,5.8,4.0,0.6,0.2,0.2,1.0,1.0,14.0,15.666666666666666,4.6,3.3333333333333335,0.0,0.6666666666666666,0.3333333333333333,10.8,1.6,0.0,7.0,7.0,10.666666666666666,1.6666666666666667,0.0,11.6,1.4,0.0,8.6,7.333333333333333,10.666666666666666,1.3333333333333333,0.6666666666666666,-0.19999999999999996,0.2,0.0,0.0,0.6666666666666666,0.3333333333333333,1.4,3.8000000000000007,1.2000000000000002,-1.5999999999999996,-0.7999999999999989,0.20000000000000018,0.0,-0.33333333333333337,-4.0,0.6666666666666665,-0.33333333333333304,0.0,0.3333333333333335,-0.6666666666666666
2267,0.6,0.2,0.2,2.2,1.6666666666666667,19.8,14.333333333333334,6.2,5.0,0.2,0.2,0.6,1.6,1.3333333333333333,11.4,10.333333333333334,4.6,3.3333333333333335,0.3333333333333333,0.3333333333333333,0.3333333333333333,9.6,1.0,0.2,6.6,5.333333333333333,13.666666666666666,3.0,0.0,9.4,2.0,0.4,7.4,4.666666666666667,11.333333333333334,3.3333333333333335,0.0,0.39999999999999997,0.0,-0.39999999999999997,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6000000000000001,8.4,1.6000000000000005,-0.8000000000000007,0.1999999999999993,-1.0,-0.2,0.3333333333333335,4.0,1.6666666666666665,0.6666666666666661,2.333333333333332,-0.3333333333333335,0.0
2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,0.4,0.4,0.2,1.4,1.6666666666666667,12.8,12.333333333333334,3.2,5.0,0.2,0.4,0.4,0.8,2.3333333333333335,8.0,17.666666666666668,3.4,6.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.8,2.2,0.0,3.8,2.3333333333333335,8.333333333333334,2.0,0.0,8.8,1.4,0.4,3.6,8.333333333333334,9.666666666666666,2.3333333333333335,0.0,0.2,0.0,-0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5999999999999999,4.800000000000001,-0.19999999999999973,0.19999999999999973,2.0,0.8000000000000003,-0.4,-0.6666666666666667,-5.333333333333334,-1.333333333333333,-6.0,-1.3333333333333321,-0.3333333333333335,0.0
2270,0.4,0.6,0.0,1.2,3.3333333333333335,15.2,10.0,5.0,5.0,0.0,0.2,0.8,1.0,0.0,7.6,11.0,2.2,2.0,1.0,0.0,0.0,9.4,1.2,0.0,5.6,5.666666666666667,7.333333333333333,1.0,0.0,9.8,1.8,0.2,3.2,5.666666666666667,9.666666666666666,1.0,0.0,0.4,0.39999999999999997,-0.8,1.0,0.0,0.0,0.19999999999999996,7.6,2.8,2.3999999999999995,-0.40000000000000036,-0.6000000000000001,-0.2,3.3333333333333335,-1.0,3.0,0.0,-2.333333333333333,0.0,0.0
2271,0.2,0.4,0.4,1.8,2.0,12.4,16.333333333333332,5.6,6.333333333333333,0.6,0.4,0.0,2.4,1.0,17.4,7.666666666666667,5.8,3.6666666666666665,0.6666666666666666,0.0,0.3333333333333333,9.2,1.4,0.4,6.2,7.333333333333333,6.666666666666667,0.0,0.0,10.4,0.6,0.4,5.6,3.3333333333333335,12.333333333333334,1.3333333333333333,0.0,-0.39999999999999997,0.0,0.4,0.6666666666666666,0.0,0.3333333333333333,-0.5999999999999999,-4.999999999999998,-0.20000000000000018,0.6000000000000005,-1.200000000000001,0.7999999999999999,0.0,1.0,8.666666666666664,2.6666666666666665,3.9999999999999996,-5.666666666666667,-1.3333333333333333,0.0
2272,0.2,0.2,0.6,0.8,1.6666666666666667,9.6,19.0,3.6,4.666666666666667,0.2,0.0,0.8,0.8,1.0,14.0,9.666666666666666,4.2,2.3333333333333335,0.3333333333333333,0.6666666666666666,0.0,8.4,1.2,0.2,3.2,7.333333333333333,7.666666666666667,0.3333333333333333,0.0,8.6,1.2,0.0,5.4,5.333333333333333,12.0,1.6666666666666667,0.0,0.0,0.2,-0.20000000000000007,0.3333333333333333,0.6666666666666666,0.0,0.0,-4.4,-0.6000000000000001,-2.2,-0.1999999999999993,0.0,0.2,0.6666666666666667,9.333333333333334,2.3333333333333335,2.0,-4.333333333333333,-1.3333333333333335,0.0
2273,0.4,0.6,0.0,1.4,1.6666666666666667,8.4,9.0,4.0,3.6666666666666665,0.4,0.4,0.2,2.2,1.6666666666666667,18.8,17.0,5.4,6.0,0.6666666666666666,0.0,0.3333333333333333,13.4,1.8,0.0,4.2,2.6666666666666665,12.333333333333334,2.6666666666666665,0.0,11.6,2.4,0.0,6.4,6.333333333333333,11.666666666666666,2.6666666666666665,0.0,0.0,0.19999999999999996,-0.2,0.6666666666666666,0.0,0.3333333333333333,-0.8000000000000003,-10.4,-1.4000000000000004,-2.2,1.8000000000000007,-0.5999999999999999,0.0,0.0,-8.0,-2.3333333333333335,-3.6666666666666665,0.6666666666666679,0.0,0.0
2274,0.8,0.2,0.0,2.8,1.3333333333333333,15.8,17.0,5.2,4.0,0.2,0.4,0.4,0.6,0.6666666666666666,11.2,10.666666666666666,3.0,4.0,0.6666666666666666,0.0,0.3333333333333333,11.8,1.2,0.0,8.4,6.333333333333333,11.333333333333334,0.0,0.0,9.4,1.2,0.0,5.8,6.0,12.0,1.0,0.0,0.6000000000000001,-0.2,-0.4,0.6666666666666666,0.0,0.3333333333333333,2.1999999999999997,4.600000000000001,2.2,2.6000000000000005,2.4000000000000004,0.0,0.0,0.6666666666666666,6.333333333333334,0.0,0.33333333333333304,-0.6666666666666661,-1.0,0.0
2275,0.0,0.2,0.8,0.6,1.0,11.8,17.0,2.6,3.6666666666666665,0.6,0.2,0.2,2.4,1.0,18.0,14.333333333333334,5.6,4.666666666666667,0.0,1.0,0.0,13.0,1.8,0.0,3.4,8.666666666666666,12.0,1.3333333333333333,0.0,9.8,1.4,0.0,6.8,5.666666666666667,12.333333333333334,1.6666666666666667,0.0,-0.6,0.0,0.6000000000000001,0.0,1.0,0.0,-1.7999999999999998,-6.199999999999999,-2.9999999999999996,-3.4,3.1999999999999993,0.40000000000000013,0.0,0.0,2.666666666666666,-1.0000000000000004,2.999999999999999,-0.3333333333333339,-0.3333333333333335,0.0
2276,0.6,0.0,0.4,1.6,1.3333333333333333,12.6,11.333333333333334,4.6,6.333333333333333,0.4,0.4,0.2,2.4,2.6666666666666665,10.2,19.333333333333332,5.4,8.666666666666666,0.0,0.0,1.0,10.8,2.0,0.0,4.2,6.333333333333333,10.666666666666666,0.6666666666666666,0.0,11.2,1.6,0.0,4.8,6.333333333333333,11.333333333333334,2.6666666666666665,0.0,0.19999999999999996,-0.4,0.2,0.0,0.0,1.0,-0.7999999999999998,2.4000000000000004,-0.8000000000000007,-0.5999999999999996,-0.3999999999999986,0.3999999999999999,0.0,-1.3333333333333333,-7.999999999999998,-2.333333333333333,0.0,-0.6666666666666679,-2.0,0.0
2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,0.0,0.4,0.6,0.4,1.0,13.4,7.333333333333333,3.4,3.3333333333333335,0.4,0.4,0.2,2.0,1.3333333333333333,21.6,23.0,6.8,6.666666666666667,0.0,0.6666666666666666,0.3333333333333333,12.0,0.6,0.0,6.6,3.6666666666666665,12.333333333333334,1.0,0.0,10.0,1.6,0.2,7.2,4.333333333333333,10.0,0.6666666666666666,0.0,-0.4,0.0,0.39999999999999997,0.0,0.6666666666666666,0.3333333333333333,-1.6,-8.200000000000001,-3.4,-0.6000000000000005,2.0,-1.0,-0.2,-0.33333333333333326,-15.666666666666668,-3.3333333333333335,-0.6666666666666665,2.333333333333334,0.33333333333333337,0.0
2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,0.2,0.2,0.6,0.8,1.3333333333333333,10.8,18.333333333333332,2.6,4.666666666666667,0.0,0.6,0.4,0.6,1.6666666666666667,12.8,8.666666666666666,2.8,3.6666666666666665,0.3333333333333333,0.0,0.6666666666666666,10.8,1.6,0.0,4.8,7.0,15.666666666666666,2.6666666666666665,0.0,12.0,1.2,0.0,6.2,4.0,14.666666666666666,2.6666666666666665,0.0,0.2,-0.39999999999999997,0.19999999999999996,0.3333333333333333,0.0,0.6666666666666666,0.20000000000000007,-2.0,-0.19999999999999973,-1.4000000000000004,-1.1999999999999993,0.40000000000000013,0.0,-0.3333333333333335,9.666666666666666,1.0000000000000004,3.0,1.0,0.0,0.0
2282,0.4,0.0,0.6,1.2,0.3333333333333333,11.2,9.666666666666666,4.8,2.3333333333333335,0.2,0.4,0.4,1.8,0.6666666666666666,19.0,18.333333333333332,4.8,4.333333333333333,0.0,0.6666666666666666,0.3333333333333333,8.2,1.0,0.2,3.4,3.0,9.666666666666666,1.0,0.0,10.8,2.2,0.0,7.6,5.0,13.0,2.6666666666666665,0.0,0.2,-0.4,0.19999999999999996,0.0,0.6666666666666666,0.3333333333333333,-0.6000000000000001,-7.800000000000001,0.0,-4.199999999999999,-2.6000000000000014,-1.2000000000000002,0.2,-0.3333333333333333,-8.666666666666666,-1.9999999999999996,-2.0,-3.333333333333334,-1.6666666666666665,0.0
2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,0.2,0.6,0.2,2.0,2.6666666666666665,11.6,19.0,4.8,7.666666666666667,0.4,0.6,0.0,1.8,1.0,12.2,8.666666666666666,4.8,3.0,1.0,0.0,0.0,12.0,1.6,0.0,5.0,6.333333333333333,13.0,2.3333333333333335,0.0,11.8,1.8,0.0,5.4,4.333333333333333,8.0,1.6666666666666667,0.0,-0.2,0.0,0.2,1.0,0.0,0.0,0.19999999999999996,-0.5999999999999996,0.0,-0.40000000000000036,0.1999999999999993,-0.19999999999999996,0.0,1.6666666666666665,10.333333333333334,4.666666666666667,2.0,5.0,0.6666666666666667,0.0
2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,0.6,0.4,0.0,1.8,2.3333333333333335,14.2,16.333333333333332,5.2,6.666666666666667,0.2,0.6,0.2,1.4,1.3333333333333333,15.6,16.666666666666668,4.8,5.333333333333333,0.3333333333333333,0.6666666666666666,0.0,10.4,1.2,0.0,4.6,5.333333333333333,5.333333333333333,0.6666666666666666,0.0,11.2,1.6,0.2,6.4,7.333333333333333,10.333333333333334,2.0,0.3333333333333333,0.39999999999999997,-0.19999999999999996,-0.2,0.3333333333333333,0.6666666666666666,0.0,0.40000000000000013,-1.4000000000000004,0.40000000000000036,-1.8000000000000007,-0.7999999999999989,-0.40000000000000013,-0.2,1.0000000000000002,-0.3333333333333357,1.333333333333334,-2.0,-5.000000000000001,-1.3333333333333335,-0.3333333333333333
2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,0.2,0.6,0.2,2.0,1.3333333333333333,13.6,14.0,5.6,4.0,0.6,0.0,0.4,2.2,1.3333333333333333,18.2,14.333333333333334,6.2,5.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,7.6,1.0,0.2,5.4,6.0,11.666666666666666,4.0,0.3333333333333333,9.4,1.0,0.0,7.8,7.0,11.333333333333334,3.0,0.0,-0.39999999999999997,0.6,-0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.20000000000000018,-4.6,-0.6000000000000005,-2.3999999999999995,-1.8000000000000007,0.0,0.2,0.0,-0.3333333333333339,-1.333333333333333,-1.0,0.33333333333333215,1.0,0.3333333333333333
2290,0.6,0.2,0.2,2.0,1.0,12.4,9.333333333333334,4.4,1.3333333333333333,0.8,0.2,0.0,3.0,1.3333333333333333,16.6,10.333333333333334,5.4,3.6666666666666665,0.3333333333333333,0.0,0.6666666666666666,12.6,1.6,0.0,4.6,4.0,11.0,0.6666666666666666,0.0,10.4,1.4,0.0,5.8,4.666666666666667,8.0,1.6666666666666667,0.0,-0.20000000000000007,0.0,0.2,0.3333333333333333,0.0,0.6666666666666666,-1.0,-4.200000000000001,-1.0,-1.2000000000000002,2.1999999999999993,0.20000000000000018,0.0,-0.33333333333333326,-1.0,-2.333333333333333,-0.666666666666667,3.0,-1.0,0.0
2291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,0.4,0.4,0.2,2.0,1.3333333333333333,20.0,11.333333333333334,6.0,4.666666666666667,0.4,0.4,0.2,2.0,3.0,12.8,22.333333333333332,4.8,8.333333333333334,0.0,0.0,1.0,11.6,0.6,0.2,6.0,4.333333333333333,11.0,2.0,0.3333333333333333,10.2,1.8,0.0,5.2,7.333333333333333,11.333333333333334,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.199999999999999,1.2000000000000002,0.7999999999999998,1.4000000000000004,-1.2000000000000002,0.2,-1.6666666666666667,-10.999999999999998,-3.666666666666667,-3.0,-0.3333333333333339,-0.3333333333333335,0.3333333333333333
2293,0.2,0.4,0.4,1.0,1.0,11.2,12.666666666666666,2.6,3.6666666666666665,0.4,0.4,0.2,2.2,2.6666666666666665,13.0,12.0,4.6,6.0,0.3333333333333333,0.0,0.6666666666666666,12.2,2.6,0.0,3.8,2.6666666666666665,7.666666666666667,0.3333333333333333,0.0,12.6,1.4,0.0,6.2,5.666666666666667,9.666666666666666,1.0,0.0,-0.2,0.0,0.2,0.3333333333333333,0.0,0.6666666666666666,-1.2000000000000002,-1.8000000000000007,-1.9999999999999996,-2.4000000000000004,-0.40000000000000036,1.2000000000000002,0.0,-1.6666666666666665,0.6666666666666661,-2.3333333333333335,-3.0000000000000004,-1.9999999999999991,-0.6666666666666667,0.0
2294,0.6,0.2,0.2,1.8,1.3333333333333333,12.2,11.333333333333334,5.2,3.0,0.2,0.2,0.6,0.6,0.6666666666666666,14.6,9.666666666666666,3.4,2.6666666666666665,0.6666666666666666,0.0,0.3333333333333333,9.6,1.4,0.0,4.2,3.6666666666666665,15.0,1.6666666666666667,0.0,10.0,1.6,0.0,6.0,6.0,11.333333333333334,2.3333333333333335,0.3333333333333333,0.39999999999999997,0.0,-0.39999999999999997,0.6666666666666666,0.0,0.3333333333333333,1.2000000000000002,-2.4000000000000004,1.8000000000000003,-1.7999999999999998,-0.40000000000000036,-0.20000000000000018,0.0,0.6666666666666666,1.6666666666666679,0.3333333333333335,-2.3333333333333335,3.666666666666666,-0.6666666666666667,-0.3333333333333333
2295,0.0,0.6,0.4,1.2,1.6666666666666667,17.0,18.333333333333332,4.4,7.333333333333333,0.2,0.0,0.8,0.6,1.0,12.2,14.666666666666666,3.0,4.666666666666667,0.6666666666666666,0.0,0.3333333333333333,11.2,2.2,0.0,8.2,7.333333333333333,11.666666666666666,2.0,0.0,10.6,1.6,0.0,4.4,4.0,10.333333333333334,3.0,0.0,-0.2,0.6,-0.4,0.6666666666666666,0.0,0.3333333333333333,0.6,4.800000000000001,1.4000000000000004,3.799999999999999,0.5999999999999996,0.6000000000000001,0.0,0.6666666666666667,3.666666666666666,2.666666666666666,3.333333333333333,1.3333333333333321,-1.0,0.0
2296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,0.2,0.6,0.2,0.8,1.0,13.8,6.333333333333333,3.2,1.6666666666666667,0.4,0.2,0.4,1.4,1.0,13.0,21.0,6.0,4.666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.2,1.4,0.0,6.2,2.6666666666666665,11.0,1.6666666666666667,0.0,8.0,0.8,0.0,4.2,8.666666666666666,9.333333333333334,2.3333333333333335,0.0,-0.2,0.39999999999999997,-0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.5999999999999999,0.8000000000000007,-2.8,2.0,4.199999999999999,0.5999999999999999,0.0,0.0,-14.666666666666668,-3.0,-6.0,1.666666666666666,-0.6666666666666667,0.0
2298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,0.4,0.2,0.4,1.4,2.0,13.2,13.0,6.4,4.666666666666667,0.2,0.4,0.4,1.2,2.0,10.0,10.0,2.8,3.6666666666666665,0.3333333333333333,0.0,0.6666666666666666,9.2,0.8,0.0,4.4,5.333333333333333,10.666666666666666,1.3333333333333333,0.0,13.0,3.2,0.0,4.4,4.333333333333333,11.333333333333334,1.3333333333333333,0.0,0.2,-0.2,0.0,0.3333333333333333,0.0,0.6666666666666666,0.19999999999999996,3.1999999999999993,3.6000000000000005,0.0,-3.8000000000000007,-2.4000000000000004,0.0,0.0,3.0,1.0000000000000004,1.0,-0.6666666666666679,0.0,0.0
2303,0.4,0.2,0.4,0.8,0.3333333333333333,15.4,7.333333333333333,4.0,3.3333333333333335,0.8,0.0,0.2,2.2,2.0,10.6,12.333333333333334,4.2,4.666666666666667,0.0,0.3333333333333333,0.6666666666666666,10.4,1.2,0.0,6.6,2.6666666666666665,11.0,1.6666666666666667,0.0,11.6,1.0,0.0,4.2,5.333333333333333,13.333333333333334,1.6666666666666667,0.3333333333333333,-0.4,0.2,0.2,0.0,0.3333333333333333,0.6666666666666666,-1.4000000000000001,4.800000000000001,-0.20000000000000018,2.3999999999999995,-1.1999999999999993,0.19999999999999996,0.0,-1.6666666666666667,-5.000000000000001,-1.3333333333333335,-2.6666666666666665,-2.333333333333334,0.0,-0.3333333333333333
2304,0.2,0.6,0.2,1.2,3.0,18.0,17.333333333333332,4.4,6.666666666666667,0.6,0.2,0.2,1.8,0.0,13.0,9.666666666666666,5.6,3.0,1.0,0.0,0.0,10.8,0.6,0.2,5.6,6.0,13.333333333333334,1.3333333333333333,0.0,9.0,1.0,0.0,4.6,4.0,6.0,2.0,0.0,-0.39999999999999997,0.39999999999999997,0.0,1.0,0.0,0.0,-0.6000000000000001,5.0,-1.1999999999999993,1.0,1.8000000000000007,-0.4,0.2,3.0,7.666666666666666,3.666666666666667,2.0,7.333333333333334,-0.6666666666666667,0.0
2305,0.6,0.2,0.2,2.2,1.0,15.8,12.666666666666666,4.2,3.6666666666666665,0.4,0.2,0.4,2.0,1.0,12.0,10.666666666666666,4.8,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.2,1.4,0.0,3.6,8.0,9.666666666666666,2.3333333333333335,0.6666666666666666,12.2,1.6,0.0,5.2,4.333333333333333,8.0,1.3333333333333333,0.0,0.19999999999999996,0.0,-0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20000000000000018,3.8000000000000007,-0.5999999999999996,-1.6,-2.0,-0.20000000000000018,0.0,0.0,2.0,-0.3333333333333335,3.666666666666667,1.666666666666666,1.0000000000000002,0.6666666666666666
2306,0.2,0.4,0.4,1.2,1.0,17.2,15.0,5.0,4.666666666666667,0.4,0.4,0.2,1.6,1.3333333333333333,19.2,14.333333333333334,5.8,5.666666666666667,0.0,0.6666666666666666,0.3333333333333333,13.4,2.8,0.0,8.4,8.0,14.333333333333334,2.3333333333333335,0.0,11.4,1.8,0.0,7.2,7.666666666666667,11.666666666666666,2.3333333333333335,0.0,-0.2,0.0,0.2,0.0,0.6666666666666666,0.3333333333333333,-0.40000000000000013,-2.0,-0.7999999999999998,1.2000000000000002,2.0,0.9999999999999998,0.0,-0.33333333333333326,0.6666666666666661,-1.0,0.33333333333333304,2.666666666666668,0.0,0.0
2307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,0.4,0.4,0.2,2.2,1.6666666666666667,13.2,20.333333333333332,4.6,4.666666666666667,0.4,0.0,0.6,1.4,1.3333333333333333,17.4,8.333333333333334,5.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.6,2.2,0.0,5.8,8.0,11.666666666666666,2.0,0.0,12.0,2.0,0.0,6.2,3.6666666666666665,8.0,2.0,0.0,0.0,0.4,-0.39999999999999997,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8000000000000003,-4.199999999999999,-0.40000000000000036,-0.40000000000000036,1.5999999999999996,0.20000000000000018,0.0,0.3333333333333335,11.999999999999998,1.666666666666667,4.333333333333334,3.666666666666666,0.0,0.0
2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,0.4,0.4,0.2,2.4,0.0,10.6,13.0,5.0,7.0,0.4,0.4,0.2,1.6,2.0,16.2,14.0,4.2,4.666666666666667,0.0,0.3333333333333333,0.6666666666666666,11.4,1.4,0.0,4.2,8.0,9.0,1.0,0.0,10.8,1.4,0.0,3.0,2.6666666666666665,14.333333333333334,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.7999999999999998,-5.6,0.7999999999999998,1.2000000000000002,0.5999999999999996,0.0,0.0,-2.0,-1.0,2.333333333333333,5.333333333333334,-5.333333333333334,-0.33333333333333326,0.0
2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,0.2,0.6,0.2,1.4,1.0,18.0,19.0,5.4,4.0,0.4,0.4,0.2,1.4,1.3333333333333333,17.8,12.0,5.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.8,2.6,0.0,6.6,7.666666666666667,10.333333333333334,1.6666666666666667,0.0,11.6,1.0,0.0,5.4,4.666666666666667,8.0,1.0,0.0,-0.2,0.19999999999999996,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.1999999999999993,0.40000000000000036,1.1999999999999993,1.200000000000001,1.6,0.0,-0.33333333333333326,7.0,0.0,3.0,2.333333333333334,0.6666666666666667,0.0
2314,0.8,0.0,0.2,2.2,1.6666666666666667,13.4,7.333333333333333,5.6,3.6666666666666665,0.6,0.4,0.0,2.4,0.6666666666666666,16.4,14.0,4.6,2.0,0.6666666666666666,0.3333333333333333,0.0,10.8,1.6,0.0,4.2,4.0,12.666666666666666,1.0,0.0,12.8,2.2,0.0,6.4,6.666666666666667,12.666666666666666,2.0,0.0,0.20000000000000007,-0.4,0.2,0.6666666666666666,0.3333333333333333,0.0,-0.19999999999999973,-2.9999999999999982,1.0,-2.2,-2.0,-0.6000000000000001,0.0,1.0,-6.666666666666667,1.6666666666666665,-2.666666666666667,0.0,-1.0,0.0
2315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,0.2,0.2,0.6,1.0,1.6666666666666667,9.4,15.0,2.4,6.0,0.2,0.4,0.4,1.0,2.0,16.2,15.0,4.8,5.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.6,3.0,0.0,4.4,4.666666666666667,12.333333333333334,1.3333333333333333,0.0,11.6,1.6,0.0,7.8,5.0,13.0,0.6666666666666666,0.3333333333333333,0.0,-0.2,0.19999999999999996,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-6.799999999999999,-2.4,-3.3999999999999995,1.0,1.4,0.0,-0.33333333333333326,0.0,0.666666666666667,-0.33333333333333304,-0.6666666666666661,0.6666666666666666,-0.3333333333333333
2317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
